ID,Section,Expertise,YearsOfExperience
5035,Children,Customer Support,21
5038,History,Cataloging,34
5039,Children,Customer Support,21
5045,Science,Acquisition,6
5052,Science,Cataloging,22
5056,Science,Cataloging,6
5060,History,Customer Support,11
5066,Arts,Customer Support,28
5070,History,Acquisition,35
5084,History,Cataloging,38
5085,Arts,Cataloging,11
5089,Science,Cataloging,2
5093,Science,Acquisition,16
5097,Arts,Acquisition,35
5099,History,Cataloging,38
5104,Science,Cataloging,3
5110,Science,Acquisition,17
5114,History,Cataloging,2
5117,Arts,Customer Support,7
5126,History,Acquisition,15
5142,Science,Acquisition,16
5143,Arts,Customer Support,24
5153,History,Acquisition,16
5157,Arts,Acquisition,40
5161,Science,Acquisition,32
5163,Children,Customer Support,13
5176,Arts,Cataloging,30
5182,Children,Acquisition,17
5188,Children,Cataloging,21
5189,Arts,Cataloging,16
5193,Children,Customer Support,40
5210,Children,Customer Support,4
5211,Arts,Cataloging,16
5219,Science,Acquisition,2
5222,Children,Acquisition,15
5225,Arts,Cataloging,32
5234,Science,Acquisition,23
5240,History,Customer Support,30
5246,Children,Cataloging,18
5252,Children,Customer Support,15
5253,History,Customer Support,20
5257,Science,Cataloging,9
5264,Children,Cataloging,31
5284,History,Acquisition,24
5286,Children,Customer Support,3
5291,Science,Customer Support,39
5294,Children,Customer Support,38
5301,History,Acquisition,34
5305,Science,Customer Support,13
5306,Arts,Acquisition,15
5310,History,Cataloging,32
5319,Children,Customer Support,1
5322,Science,Customer Support,24
5329,Science,Cataloging,31
5338,Arts,Customer Support,21
5351,History,Acquisition,35
5352,Science,Customer Support,3
5355,History,Cataloging,13
5358,Arts,Customer Support,38
5359,Science,Cataloging,23
5367,Children,Customer Support,36
5375,History,Cataloging,9
5378,Science,Cataloging,7
5386,Arts,Customer Support,12
5388,Arts,Cataloging,26
5403,Science,Cataloging,19
5404,Children,Customer Support,24
5406,History,Customer Support,11
5407,Science,Acquisition,5
5411,Science,Cataloging,9
5416,Science,Acquisition,12
5417,Science,Cataloging,23
5422,History,Acquisition,35
5431,Children,Acquisition,3
5432,History,Cataloging,31
5433,Science,Cataloging,13
5438,History,Acquisition,1
5442,Children,Acquisition,39
5448,Science,Customer Support,32
5449,Science,Acquisition,22
5458,History,Cataloging,20
5466,History,Cataloging,4
5468,Children,Customer Support,5
5469,History,Customer Support,13
5475,Science,Cataloging,9
5486,Science,Cataloging,13
5489,History,Cataloging,26
5497,Science,Customer Support,9
5498,Arts,Acquisition,32
5501,History,Acquisition,37
5508,Children,Cataloging,1
5513,Arts,Acquisition,8
5515,Children,Acquisition,35
5518,Science,Cataloging,24
5529,History,Customer Support,34
5534,Science,Acquisition,17
5536,History,Customer Support,24
5537,History,Acquisition,32
5540,History,Customer Support,17
5555,Children,Acquisition,12
5557,History,Cataloging,26
5562,Science,Acquisition,38
5564,Arts,Customer Support,28
5565,Arts,Cataloging,6
5566,Science,Cataloging,9
5567,Science,Acquisition,22
5589,Arts,Acquisition,13
5594,Arts,Acquisition,30
5618,Children,Cataloging,33
5624,Arts,Customer Support,27
5627,Arts,Acquisition,5
5628,Children,Customer Support,31
5635,Children,Acquisition,39
5638,Children,Customer Support,36
5642,Children,Acquisition,34
5644,Children,Cataloging,6
5645,Arts,Cataloging,39
5646,History,Acquisition,11
5655,Science,Cataloging,6
5656,History,Acquisition,25
5661,History,Acquisition,2
5662,Arts,Acquisition,28
5664,History,Customer Support,29
5665,Science,Cataloging,8
5670,Arts,Customer Support,10
5673,Science,Customer Support,13
5679,Children,Customer Support,28
5684,Science,Acquisition,1
5685,Science,Cataloging,21
5693,Children,Customer Support,27
5698,Arts,Acquisition,34
5701,History,Customer Support,29
5703,Children,Acquisition,21
5706,Arts,Cataloging,33
5713,Children,Cataloging,19
5718,Arts,Cataloging,37
5723,Science,Cataloging,19
5728,Science,Cataloging,17
5738,Science,Acquisition,19
5749,Arts,Customer Support,32
5750,Arts,Cataloging,14
5753,Children,Customer Support,30
5759,History,Acquisition,17
5762,Children,Customer Support,7
5765,Children,Acquisition,5
5775,Science,Customer Support,34
5785,Science,Acquisition,14
5789,Children,Acquisition,38
5790,Arts,Cataloging,37
5794,Children,Cataloging,31
5799,Arts,Customer Support,14
5823,History,Acquisition,24
5835,Arts,Cataloging,29
5846,Children,Cataloging,11
5850,History,Cataloging,18
5857,History,Acquisition,17
5858,History,Acquisition,39
5872,Science,Customer Support,27
5877,History,Acquisition,23
5889,Arts,Customer Support,2
5900,Children,Acquisition,13
5902,Science,Customer Support,37
5903,Arts,Cataloging,8
5907,Arts,Customer Support,7
5912,Science,Cataloging,32
5919,Arts,Customer Support,40
5937,Children,Acquisition,32
5941,Arts,Customer Support,9
5949,Arts,Cataloging,37
5963,Science,Cataloging,27
5984,History,Customer Support,24
5987,Arts,Customer Support,26
5991,History,Customer Support,28
6005,Science,Cataloging,15
6010,Science,Acquisition,26
6020,Science,Customer Support,28
6029,History,Cataloging,15
6033,Arts,Acquisition,4
6039,Arts,Customer Support,16
6041,Children,Customer Support,25
6042,Arts,Cataloging,30
6048,History,Acquisition,1
6050,History,Cataloging,34
6051,Science,Acquisition,36
6060,Arts,Customer Support,32
6062,Children,Cataloging,4
6067,Science,Cataloging,31
6078,Arts,Customer Support,6
6084,Arts,Acquisition,12
6090,History,Acquisition,13
6106,Arts,Acquisition,33
6109,Children,Acquisition,36
6112,Arts,Cataloging,12
6115,Children,Cataloging,33
6117,Science,Acquisition,34
6123,Arts,Acquisition,36
6134,Science,Cataloging,22
6136,Science,Acquisition,30
6139,Children,Customer Support,18
6149,Science,Cataloging,3
6151,Science,Acquisition,25
6153,Children,Cataloging,20
6157,Arts,Acquisition,22
6164,History,Cataloging,18
6167,Arts,Acquisition,30
6170,History,Cataloging,5
6173,History,Customer Support,31
6176,History,Customer Support,13
6180,Science,Acquisition,21
6184,Arts,Customer Support,32
6188,Science,Customer Support,2
6200,Arts,Acquisition,9
6201,History,Customer Support,30
6207,Children,Acquisition,17
6214,History,Cataloging,38
6216,Children,Acquisition,27
6217,History,Acquisition,14
6228,Science,Customer Support,40
6240,History,Acquisition,9
6253,Arts,Customer Support,18
6255,Science,Acquisition,25
6257,Children,Acquisition,13
6259,Arts,Cataloging,35
6261,History,Acquisition,37
6271,Science,Cataloging,30
6278,Science,Cataloging,5
6279,Children,Customer Support,22
6280,Arts,Customer Support,12
6283,Arts,Acquisition,21
6284,Arts,Acquisition,40
6296,Children,Customer Support,24
6303,Science,Customer Support,27
6307,Arts,Cataloging,16
6308,History,Cataloging,30
6320,Science,Cataloging,31
6322,Arts,Acquisition,26
6341,Science,Acquisition,39
6342,Arts,Cataloging,29
6345,Children,Acquisition,7
6348,Arts,Cataloging,14
6359,Science,Customer Support,39
6365,Science,Acquisition,35
6370,History,Customer Support,6
6372,History,Cataloging,28
6377,Arts,Cataloging,8
6380,Science,Acquisition,23
6388,History,Cataloging,15
6405,Children,Customer Support,17
6411,Children,Acquisition,8
6414,Arts,Cataloging,20
6415,History,Cataloging,26
6417,Children,Customer Support,37
6419,History,Customer Support,11
6430,Science,Customer Support,11
6435,History,Cataloging,1
6436,Children,Cataloging,3
6439,Arts,Customer Support,4
6441,History,Cataloging,19
6445,Arts,Customer Support,40
6469,Children,Cataloging,1
6481,Arts,Customer Support,22
6482,Children,Cataloging,28
6484,Children,Customer Support,34
6488,History,Acquisition,25
6492,Science,Customer Support,38
6512,History,Cataloging,15
6516,Arts,Cataloging,36
6518,Arts,Customer Support,34
6520,Children,Acquisition,25
6521,Children,Customer Support,40
6524,Arts,Cataloging,3
6527,Arts,Cataloging,25
6538,Science,Acquisition,32
6550,Arts,Customer Support,23
6554,Children,Acquisition,28
6558,History,Acquisition,21
6560,Arts,Cataloging,15
6564,Arts,Customer Support,33
6566,Arts,Cataloging,28
6569,Children,Acquisition,36
6590,Arts,Customer Support,35
6627,Children,Acquisition,39
6628,Children,Acquisition,26
6631,Arts,Acquisition,32
6632,Children,Customer Support,30
6634,Science,Cataloging,36
6655,History,Acquisition,39
6657,Science,Acquisition,4
6659,History,Cataloging,10
6663,Science,Cataloging,30
6669,History,Customer Support,16
6670,Arts,Cataloging,15
6672,Science,Customer Support,34
6680,History,Customer Support,11
6681,History,Cataloging,3
6683,History,Customer Support,6
6686,History,Cataloging,39
6688,Arts,Customer Support,19
6689,History,Acquisition,36
6690,Children,Acquisition,1
6692,Arts,Acquisition,18
6697,Arts,Customer Support,38
6702,History,Cataloging,27
6704,Children,Cataloging,7
6706,Arts,Acquisition,15
6708,Science,Customer Support,14
6720,History,Cataloging,1
6721,Science,Acquisition,29
6724,History,Acquisition,1
6732,Arts,Acquisition,12
6743,Science,Cataloging,14
6745,Children,Customer Support,38
6746,History,Acquisition,21
6751,History,Cataloging,7
6769,History,Acquisition,1
6772,History,Acquisition,19
6782,Science,Cataloging,10
6784,Children,Acquisition,9
6788,Arts,Cataloging,22
6794,History,Acquisition,37
6804,Arts,Acquisition,5
6805,Science,Customer Support,11
6808,History,Acquisition,39
6813,History,Cataloging,11
6815,History,Cataloging,36
6828,Science,Customer Support,1
6829,History,Cataloging,14
6832,Science,Acquisition,10
6833,Arts,Customer Support,27
6842,Science,Acquisition,36
6844,Science,Cataloging,6
6853,History,Acquisition,8
6855,Arts,Cataloging,33
6857,Children,Acquisition,30
6861,Science,Customer Support,21
6867,Children,Cataloging,11
6877,Arts,Acquisition,24
6886,Arts,Customer Support,21
6892,History,Acquisition,27
6901,Science,Customer Support,32
6907,Children,Acquisition,2
6908,Children,Customer Support,20
6914,History,Acquisition,4
6918,Arts,Cataloging,33
6924,History,Customer Support,34
6925,Children,Acquisition,2
6926,Arts,Customer Support,38
6930,Arts,Cataloging,17
6933,Children,Acquisition,10
6937,Arts,Customer Support,5
6944,Science,Customer Support,33
6956,Arts,Acquisition,2
6966,Arts,Customer Support,28
6968,Science,Cataloging,16
6970,Science,Cataloging,3
6976,Science,Acquisition,11
6977,Arts,Customer Support,31
6981,History,Acquisition,24
6984,Children,Customer Support,15
6986,Science,Customer Support,30
6988,Children,Customer Support,40
6992,Science,Acquisition,28
6995,Children,Cataloging,20
6996,Science,Customer Support,7
7003,Arts,Cataloging,23
7004,History,Customer Support,17
7005,History,Acquisition,27
7012,Arts,Cataloging,4
7019,History,Cataloging,39
7026,Science,Acquisition,39
7034,Science,Customer Support,31
7036,Arts,Acquisition,13
7042,Arts,Acquisition,40
7044,Children,Customer Support,40
7045,History,Acquisition,36
7046,History,Customer Support,26
7047,Arts,Acquisition,24
7051,Arts,Cataloging,3
7052,Arts,Acquisition,3
7053,Children,Acquisition,38
7054,History,Acquisition,39
7056,Children,Acquisition,16
7058,Children,Acquisition,18
7063,History,Customer Support,5
7069,Science,Acquisition,16
7074,History,Acquisition,36
7088,Children,Acquisition,5
7100,Science,Customer Support,5
7101,Arts,Customer Support,27
7106,Children,Cataloging,11
7107,Children,Acquisition,7
7111,Science,Acquisition,21
7116,Arts,Acquisition,39
7126,Children,Customer Support,26
7128,Arts,Customer Support,3
7131,Science,Acquisition,36
7135,Arts,Cataloging,3
7147,Science,Customer Support,32
7148,Children,Customer Support,12
7151,History,Acquisition,2
7155,Arts,Acquisition,18
7156,Science,Customer Support,8
7162,Arts,Customer Support,36
7178,History,Acquisition,7
7180,Children,Acquisition,12
7181,Arts,Acquisition,17
7188,History,Cataloging,35
7193,Arts,Acquisition,9
7195,Arts,Cataloging,14
7197,Children,Cataloging,20
7200,Arts,Cataloging,39
7201,Science,Acquisition,10
7205,Children,Cataloging,39
7206,History,Customer Support,9
7208,History,Acquisition,28
7210,History,Cataloging,10
7213,Science,Acquisition,38
7217,History,Acquisition,13
7220,Children,Acquisition,25
7223,Science,Cataloging,9
7227,Science,Acquisition,5
7230,History,Cataloging,39
7231,Arts,Cataloging,13
7246,Arts,Cataloging,29
7252,History,Acquisition,15
7258,Children,Acquisition,19
7264,Children,Cataloging,1
7266,History,Cataloging,16
7269,History,Customer Support,9
7270,Children,Acquisition,7
7287,Arts,Cataloging,21
7288,Children,Cataloging,34
7292,Children,Customer Support,3
7303,History,Acquisition,40
7311,Arts,Acquisition,27
7313,History,Customer Support,2
7319,Children,Customer Support,8
7320,Children,Cataloging,12
7323,Children,Acquisition,17
7329,Children,Customer Support,4
7333,Arts,Acquisition,10
7339,Science,Acquisition,39
7341,History,Customer Support,8
7342,History,Acquisition,40
7355,Children,Acquisition,12
7357,Children,Cataloging,19
7358,History,Customer Support,21
7367,Science,Acquisition,18
7371,Arts,Customer Support,8
7378,Children,Customer Support,4
7383,History,Customer Support,13
7384,Arts,Customer Support,6
7386,Arts,Customer Support,13
7401,Arts,Acquisition,2
7402,Science,Customer Support,30
7403,Science,Acquisition,25
7404,Arts,Cataloging,14
7406,History,Acquisition,34
7411,History,Cataloging,3
7416,Science,Cataloging,12
7426,Arts,Cataloging,8
7441,History,Acquisition,39
7444,History,Acquisition,40
7446,Science,Customer Support,30
7447,Science,Acquisition,10
7451,History,Cataloging,19
7454,Arts,Acquisition,3
7458,Children,Customer Support,31
7459,Children,Acquisition,27
7462,Arts,Acquisition,31
7464,Children,Customer Support,12
7465,Arts,Acquisition,39
7473,History,Customer Support,22
7483,Children,Customer Support,30
7490,Science,Cataloging,32
7492,Arts,Cataloging,8
7493,Children,Customer Support,25
7498,Arts,Cataloging,18
7503,History,Acquisition,13
7508,Science,Acquisition,34
7509,Children,Acquisition,39
7511,Children,Customer Support,26
7519,Arts,Cataloging,19
7520,Arts,Customer Support,25
7524,Science,Acquisition,18
7525,Science,Customer Support,13
7526,History,Acquisition,15
7527,History,Acquisition,2
7529,History,Customer Support,37
7531,Children,Acquisition,39
7532,Arts,Cataloging,23
7537,Science,Customer Support,21
7547,Children,Cataloging,18
7557,History,Cataloging,8
7562,Science,Customer Support,37
7565,Science,Acquisition,15
7569,Science,Acquisition,4
7570,Children,Cataloging,30
7582,History,Customer Support,14
7584,Arts,Customer Support,28
7594,Children,Cataloging,10
7595,Children,Cataloging,6
7598,History,Acquisition,24
7603,Children,Cataloging,13
7605,Science,Customer Support,35
7607,Science,Customer Support,25
7610,Children,Cataloging,27
7623,Arts,Cataloging,33
7626,History,Customer Support,3
7630,History,Acquisition,14
7636,History,Customer Support,14
7639,Children,Cataloging,15
7643,Children,Customer Support,28
7644,History,Customer Support,1
7648,Children,Customer Support,26
7660,Arts,Acquisition,38
7678,Science,Acquisition,22
7682,Science,Acquisition,31
7684,Children,Cataloging,4
7685,Science,Cataloging,29
7686,Arts,Acquisition,22
7687,Arts,Cataloging,34
7692,Children,Cataloging,31
7696,History,Cataloging,6
7698,Science,Cataloging,38
7703,Science,Acquisition,26
7714,Children,Customer Support,9
7725,Arts,Cataloging,29
7737,History,Customer Support,5
7752,History,Acquisition,1
7754,History,Acquisition,7
7757,Arts,Customer Support,25
7758,Arts,Customer Support,33
7760,History,Acquisition,31
7762,History,Customer Support,29
7769,Science,Acquisition,33
7773,Arts,Customer Support,30
7776,History,Cataloging,15
7781,History,Cataloging,25
7785,Children,Cataloging,14
7798,Science,Customer Support,7
7806,Children,Acquisition,34
7811,Science,Acquisition,16
7813,Science,Customer Support,29
7822,Children,Acquisition,33
7823,History,Cataloging,32
7827,Arts,Cataloging,11
7829,Children,Customer Support,12
7832,History,Acquisition,13
7845,History,Customer Support,9
7849,Children,Acquisition,11
7854,Children,Customer Support,26
7857,History,Cataloging,28
7858,History,Cataloging,32
7860,Science,Cataloging,1
7874,History,Customer Support,21
7880,Children,Acquisition,20
7884,Arts,Customer Support,29
7889,Arts,Acquisition,19
7896,History,Cataloging,5
7905,Arts,Acquisition,4
7915,Arts,Acquisition,27
7918,Children,Customer Support,13
7923,History,Cataloging,39
7932,History,Acquisition,26
7949,Children,Acquisition,1
7955,Children,Acquisition,14
7956,Science,Cataloging,2
7957,History,Customer Support,8
7959,Science,Cataloging,24
7965,History,Customer Support,9
7968,Science,Acquisition,24
7978,Children,Acquisition,14
7983,Children,Acquisition,25
