ID,Specialisation,Certification,CreativeSkill
3156,Public Relations,HubSpot Certified,Graphic Design
3157,Public Relations,Google Certified,Graphic Design
3158,Digital Marketing,None,Writing
3161,Public Relations,None,Writing
3167,Content Creation,HubSpot Certified,Video Production
3181,Public Relations,None,Writing
3198,Digital Marketing,Google Certified,Graphic Design
3199,Content Creation,None,Graphic Design
3201,Digital Marketing,None,Writing
3215,Content Creation,None,Graphic Design
3219,Content Creation,HubSpot Certified,Writing
3220,Digital Marketing,HubSpot Certified,Video Production
3230,Digital Marketing,HubSpot Certified,Graphic Design
3232,Digital Marketing,Google Certified,Graphic Design
3247,Content Creation,Google Certified,Video Production
3253,Public Relations,None,Writing
3258,Digital Marketing,HubSpot Certified,Video Production
3260,Content Creation,Google Certified,Writing
3267,Public Relations,Google Certified,Video Production
3296,Public Relations,None,Video Production
3301,Content Creation,Google Certified,Video Production
3304,Content Creation,HubSpot Certified,Video Production
3320,Public Relations,None,Video Production
3324,Content Creation,HubSpot Certified,Writing
3327,Public Relations,None,Video Production
3333,Digital Marketing,None,Graphic Design
3343,Public Relations,Google Certified,Graphic Design
3345,Public Relations,None,Video Production
3347,Public Relations,Google Certified,Writing
3356,Public Relations,Google Certified,Video Production
3358,Content Creation,HubSpot Certified,Graphic Design
3360,Public Relations,Google Certified,Writing
3368,Public Relations,None,Video Production
3371,Content Creation,Google Certified,Writing
3372,Public Relations,HubSpot Certified,Graphic Design
3376,Digital Marketing,None,Graphic Design
3378,Digital Marketing,HubSpot Certified,Graphic Design
3379,Public Relations,HubSpot Certified,Video Production
3380,Digital Marketing,Google Certified,Graphic Design
3381,Digital Marketing,HubSpot Certified,Video Production
3382,Public Relations,None,Graphic Design
3385,Digital Marketing,Google Certified,Graphic Design
3389,Public Relations,HubSpot Certified,Writing
3403,Content Creation,None,Writing
3408,Digital Marketing,HubSpot Certified,Writing
3410,Content Creation,Google Certified,Writing
3412,Digital Marketing,HubSpot Certified,Video Production
3421,Digital Marketing,Google Certified,Video Production
3422,Digital Marketing,None,Graphic Design
3436,Public Relations,None,Graphic Design
3442,Digital Marketing,Google Certified,Video Production
3445,Public Relations,HubSpot Certified,Graphic Design
3454,Digital Marketing,Google Certified,Graphic Design
3472,Digital Marketing,HubSpot Certified,Graphic Design
3480,Content Creation,Google Certified,Graphic Design
3486,Public Relations,HubSpot Certified,Graphic Design
3490,Content Creation,None,Graphic Design
3492,Public Relations,None,Graphic Design
3497,Public Relations,Google Certified,Graphic Design
3505,Digital Marketing,None,Video Production
3509,Content Creation,HubSpot Certified,Writing
3521,Content Creation,Google Certified,Graphic Design
3523,Public Relations,None,Video Production
3527,Digital Marketing,None,Writing
3530,Digital Marketing,Google Certified,Video Production
3535,Content Creation,HubSpot Certified,Graphic Design
3541,Content Creation,HubSpot Certified,Video Production
3545,Digital Marketing,Google Certified,Graphic Design
3548,Public Relations,HubSpot Certified,Video Production
3549,Content Creation,Google Certified,Writing
3558,Public Relations,Google Certified,Writing
3559,Public Relations,Google Certified,Graphic Design
3565,Digital Marketing,Google Certified,Writing
3567,Public Relations,Google Certified,Writing
3580,Public Relations,None,Writing
3587,Digital Marketing,None,Graphic Design
3592,Content Creation,None,Graphic Design
3594,Digital Marketing,Google Certified,Video Production
3603,Content Creation,HubSpot Certified,Graphic Design
3615,Content Creation,None,Graphic Design
3620,Digital Marketing,None,Video Production
3623,Public Relations,Google Certified,Graphic Design
3631,Content Creation,HubSpot Certified,Video Production
3635,Digital Marketing,HubSpot Certified,Graphic Design
3636,Digital Marketing,HubSpot Certified,Video Production
3638,Digital Marketing,Google Certified,Graphic Design
3640,Public Relations,HubSpot Certified,Writing
3643,Digital Marketing,None,Graphic Design
3649,Public Relations,None,Graphic Design
3651,Public Relations,None,Writing
3652,Content Creation,HubSpot Certified,Writing
3655,Content Creation,Google Certified,Graphic Design
3664,Content Creation,None,Video Production
3667,Digital Marketing,Google Certified,Writing
3670,Content Creation,HubSpot Certified,Writing
3672,Content Creation,Google Certified,Graphic Design
3675,Content Creation,Google Certified,Graphic Design
3676,Content Creation,None,Video Production
3690,Content Creation,None,Graphic Design
3693,Content Creation,Google Certified,Video Production
3694,Digital Marketing,Google Certified,Video Production
3695,Content Creation,None,Writing
3720,Public Relations,None,Graphic Design
3739,Public Relations,Google Certified,Writing
3740,Content Creation,HubSpot Certified,Graphic Design
3741,Digital Marketing,Google Certified,Graphic Design
3755,Public Relations,Google Certified,Writing
3756,Digital Marketing,Google Certified,Video Production
3761,Content Creation,HubSpot Certified,Writing
3767,Digital Marketing,HubSpot Certified,Graphic Design
3777,Digital Marketing,Google Certified,Writing
3795,Content Creation,Google Certified,Graphic Design
3799,Digital Marketing,HubSpot Certified,Writing
3806,Content Creation,Google Certified,Graphic Design
3815,Content Creation,None,Graphic Design
3820,Digital Marketing,None,Video Production
3827,Public Relations,Google Certified,Graphic Design
3829,Content Creation,HubSpot Certified,Video Production
3831,Public Relations,None,Graphic Design
3838,Digital Marketing,HubSpot Certified,Video Production
3840,Content Creation,None,Graphic Design
3843,Content Creation,HubSpot Certified,Writing
3849,Public Relations,HubSpot Certified,Writing
3852,Digital Marketing,HubSpot Certified,Graphic Design
3854,Content Creation,HubSpot Certified,Video Production
3865,Digital Marketing,HubSpot Certified,Writing
3879,Digital Marketing,HubSpot Certified,Graphic Design
3885,Content Creation,HubSpot Certified,Video Production
3887,Content Creation,None,Writing
3888,Public Relations,Google Certified,Video Production
3891,Digital Marketing,Google Certified,Graphic Design
3894,Content Creation,HubSpot Certified,Writing
3896,Digital Marketing,None,Graphic Design
3916,Content Creation,HubSpot Certified,Video Production
3918,Digital Marketing,HubSpot Certified,Graphic Design
3922,Content Creation,Google Certified,Writing
3927,Public Relations,Google Certified,Writing
3929,Public Relations,None,Graphic Design
3933,Public Relations,None,Video Production
3946,Public Relations,HubSpot Certified,Video Production
3954,Content Creation,HubSpot Certified,Writing
3966,Public Relations,HubSpot Certified,Graphic Design
3980,Public Relations,HubSpot Certified,Graphic Design
3981,Public Relations,Google Certified,Graphic Design
3990,Content Creation,Google Certified,Writing
3993,Public Relations,HubSpot Certified,Video Production
4001,Public Relations,HubSpot Certified,Writing
4002,Content Creation,None,Graphic Design
4005,Digital Marketing,Google Certified,Graphic Design
4021,Digital Marketing,Google Certified,Graphic Design
4025,Content Creation,None,Graphic Design
4035,Public Relations,None,Graphic Design
4040,Public Relations,HubSpot Certified,Writing
4043,Public Relations,HubSpot Certified,Graphic Design
4044,Digital Marketing,None,Writing
4050,Digital Marketing,HubSpot Certified,Writing
4061,Content Creation,HubSpot Certified,Writing
4062,Content Creation,HubSpot Certified,Writing
4064,Content Creation,Google Certified,Writing
4065,Public Relations,Google Certified,Writing
4070,Public Relations,Google Certified,Graphic Design
4078,Public Relations,Google Certified,Writing
4082,Content Creation,Google Certified,Writing
4086,Public Relations,None,Graphic Design
4088,Digital Marketing,HubSpot Certified,Graphic Design
4103,Digital Marketing,Google Certified,Video Production
4107,Digital Marketing,Google Certified,Writing
4116,Digital Marketing,HubSpot Certified,Graphic Design
4128,Digital Marketing,None,Graphic Design
4133,Public Relations,Google Certified,Graphic Design
4135,Content Creation,HubSpot Certified,Writing
4137,Content Creation,None,Video Production
4139,Public Relations,HubSpot Certified,Video Production
4151,Content Creation,Google Certified,Writing
4153,Content Creation,None,Video Production
4158,Public Relations,None,Graphic Design
4167,Public Relations,HubSpot Certified,Video Production
4169,Content Creation,Google Certified,Graphic Design
4171,Digital Marketing,HubSpot Certified,Graphic Design
4173,Digital Marketing,HubSpot Certified,Graphic Design
4174,Public Relations,None,Graphic Design
4177,Content Creation,None,Video Production
4178,Digital Marketing,HubSpot Certified,Writing
4179,Public Relations,Google Certified,Writing
4183,Digital Marketing,Google Certified,Graphic Design
4189,Public Relations,Google Certified,Writing
4196,Digital Marketing,None,Writing
4197,Digital Marketing,Google Certified,Writing
4198,Content Creation,HubSpot Certified,Writing
4212,Public Relations,HubSpot Certified,Writing
4215,Content Creation,HubSpot Certified,Video Production
4227,Content Creation,Google Certified,Video Production
4232,Public Relations,HubSpot Certified,Graphic Design
4236,Digital Marketing,None,Writing
4240,Public Relations,HubSpot Certified,Writing
4242,Digital Marketing,None,Video Production
4257,Content Creation,HubSpot Certified,Writing
4259,Digital Marketing,HubSpot Certified,Video Production
4261,Content Creation,Google Certified,Video Production
4263,Digital Marketing,HubSpot Certified,Graphic Design
4264,Public Relations,None,Video Production
4271,Public Relations,HubSpot Certified,Graphic Design
4286,Content Creation,HubSpot Certified,Graphic Design
4287,Public Relations,HubSpot Certified,Video Production
4289,Public Relations,HubSpot Certified,Graphic Design
4293,Content Creation,Google Certified,Graphic Design
4294,Digital Marketing,Google Certified,Writing
4295,Digital Marketing,Google Certified,Video Production
4300,Public Relations,Google Certified,Video Production
4303,Content Creation,Google Certified,Video Production
4313,Digital Marketing,HubSpot Certified,Graphic Design
4314,Content Creation,None,Writing
4320,Public Relations,None,Writing
4322,Public Relations,None,Graphic Design
4324,Public Relations,Google Certified,Video Production
4328,Public Relations,None,Graphic Design
4331,Public Relations,Google Certified,Video Production
4338,Content Creation,HubSpot Certified,Writing
4344,Content Creation,Google Certified,Graphic Design
4349,Public Relations,Google Certified,Video Production
4350,Content Creation,Google Certified,Graphic Design
4360,Public Relations,HubSpot Certified,Video Production
4364,Content Creation,HubSpot Certified,Graphic Design
4366,Public Relations,HubSpot Certified,Video Production
4375,Digital Marketing,HubSpot Certified,Graphic Design
4378,Public Relations,None,Writing
4379,Public Relations,None,Video Production
4382,Digital Marketing,HubSpot Certified,Graphic Design
4383,Content Creation,None,Video Production
4384,Digital Marketing,HubSpot Certified,Writing
4389,Content Creation,Google Certified,Video Production
4390,Public Relations,None,Video Production
4391,Content Creation,HubSpot Certified,Graphic Design
4393,Public Relations,HubSpot Certified,Graphic Design
4399,Public Relations,None,Writing
4402,Digital Marketing,HubSpot Certified,Graphic Design
